"month","decimallongitude","decimallatitude","lifestage","year","scientificname","sciname_cor","massing","lengthinmm","sex","bio1","bio12","bio4","bio15","seasonality","Ids"
8,-83.5777161,45.9829384,"adult",1938,"Geothlypis trichas brachidactyla","Geothlypis_trichas",3,1,"in question",6.1,768,10.6789902768629,24.5068549083721,"Summer",37889
5,-75.0805556,40.0811111,NA,1911,"Geothlypis trichas trichas","Geothlypis_trichas",3,NA,NA,11.7,1388,9.38920640787585,56.1260476425862,"Spring",38148
9,-72.96366179,41.27455087,"juvenile",2013,"Geothlypis trichas trichas","Geothlypis_trichas",3.7,NA,NA,11.3,1143,9.22363154011904,63.2277668532347,"Fall",38032
10,-83.75,42.2833333,"immature",2011,"Geothlypis trichas brachidactylus","Geothlypis_trichas",4,NA,"in question",10.3,1080,10.6109149064308,51.2580233789628,"Fall",38301
4,-98.2257081,26.4090604,NA,1967,"Geothlypis trichas","Geothlypis_trichas",5,NA,"female",22.9,839,5.75038865616662,120.12053315768,"Spring",37633
7,-79.55,39.4833333,NA,1937,"Geothlypis trichas trichas","Geothlypis_trichas",5,3,"male",9,1491,8.76142976432223,49.4697015722091,"Summer",38282
7,-79.4666667,39.05,NA,1937,"Geothlypis trichas trichas","Geothlypis_trichas",5,3,"male",7.4,1587,8.27113912494781,47.3312842656666,"Summer",38283
4,-118.301651,34.0320587,NA,1988,"Geothlypis trichas scirpicola","Geothlypis_trichas",5.5,NA,"male",17.8,252,3.08038761826947,125.772797245824,"Spring",37297
7,-121.93957,37.46675,"U",1982,"Geothlypis trichas sinuosa?","Geothlypis_trichas",5.7,NA,"undetermined",14.2,629,4.08733261171487,94.5376842183779,"Summer",38101
6,-86.202979,43.2705499,NA,2009,"Geothlypis trichas brachidactylus","Geothlypis_trichas",5.9,NA,"male",8.5,1011,9.27395750900272,48.1104989248637,"Summer",37947
7,-83.6754669,46.0338356,"adult",1938,"Geothlypis trichas brachidactyla","Geothlypis_trichas",6,4,"male",6,754,10.7770343646557,25.344849352987,"Summer",37489
1,-117.821473,33.800967,"adult",2007,NA,"Geothlypis_trichas",6,NA,"female",16.3,154,3.72168094963944,114.234795473319,"Winter",37595
7,-85.5568848,45.6646004,"adult",1937,"Geothlypis trichas brachidactyla","Geothlypis_trichas",6,4,"male",6.3,734,10.4803278921641,72.7502344657928,"Summer",37973
9,-118.7354278,34.0347371,NA,2003,"Geothlypis trichas","Geothlypis_trichas",6.1,NA,"undetermined",15.7,292,2.41917842302387,139.265115618096,"Fall",37672
6,-85.5063611,42.1715463,"immature",2000,"Geothlypis trichas brachidactyla","Geothlypis_trichas",6.1,NA,"undetermined",9.3,1024,10.0141831237682,47.0852207041766,"Summer",37936
10,-83.3863297,42.2814369,"immature",2013,"Geothlypis trichas brachidactylus","Geothlypis_trichas",6.1,NA,"male",9.6,963,10.154160216235,56.9307522810516,"Fall",37950
9,-72.9286,41.3081,NA,1974,"Geothlypis trichas","Geothlypis_trichas",6.2,NA,"female",10.9,1068,8.86366006212838,44.8544482256288,"Fall",38202
6,-111.838271,34.48926,NA,1983,NA,"Geothlypis_trichas",6.5,NA,"female",16.3,569,7.97987525534761,92.280783232739,"Summer",37591
9,-91.4907073,44.8098524,NA,1973,"Geothlypis trichas","Geothlypis_trichas",6.5,NA,"undetermined",7.5,874,11.3317300559361,65.561849245128,"Fall",37659
9,-91.4907073,44.8098524,NA,1973,"Geothlypis trichas","Geothlypis_trichas",6.7,NA,"undetermined",7.5,874,11.3317300559361,65.561849245128,"Fall",37673
8,-134.555,58.3449,"HY",1993,"Geothlypis trichas","Geothlypis_trichas",6.7,NA,"female ?",6.9,1602,6.0416483803276,52.8129729949733,"Summer",37883
10,-72.7576,41.2445,NA,2003,"Geothlypis trichas trichas","Geothlypis_trichas",6.8,NA,NA,10.6,1373,9.49224164858605,27.5565637051222,"Fall",38206
9,-84.5552444,42.7335852,"immature",2012,"Geothlypis trichas brachidactylus","Geothlypis_trichas",6.84,NA,"female",10.9,735,9.27786548074437,43.8701723959429,"Fall",37953
7,-121.93957,37.46675,"Imm",1988,"Geothlypis trichas sinuosa?","Geothlypis_trichas",6.9,NA,"female",15.3,249,3.81071058354149,117.700752047076,"Summer",38220
5,-106.6708681,35.0442049,NA,2009,"Geothlypis trichas","Geothlypis_trichas",7,NA,"female",13.9,186,8.46354034382274,89.0433677853521,"Spring",37317
5,-79.431203,43.756843,"ad",1972,"Geothlypis trichas trichas","Geothlypis_trichas",7.1,NA,"male",6.6,888,10.2882508746923,27.5478273361165,"Spring",37476
5,-84.373894,42.798999,NA,1980,"Geothlypis trichas","Geothlypis_trichas",7.1,NA,"male",7.9,784,10.8107970720633,46.7244510115106,"Spring",37522
10,-83.7263412,42.2708397,NA,2012,"Geothlypis trichas brachidactylus","Geothlypis_trichas",7.1,NA,"male",11.5,682,9.21854192112371,37.699178293142,"Fall",37537
6,-85.5063611,42.1715463,"immature",2000,"Geothlypis trichas brachidactyla","Geothlypis_trichas",7.1,NA,"male",9.3,1024,10.0141831237682,47.0852207041766,"Summer",37937
6,-83.95,42.45,"juvenile",1948,"Geothlypis trichas","Geothlypis_trichas",7.1,NA,"female",8.9,705,10.5075730265885,40.7170942213858,"Summer",38154
9,-122.6973756,38.0606078,"imm.",1920,"Geothlypis trichas occidentalis","Geothlypis_trichas",7.3,NA,"female",13,920,2.87321749748932,133.655317561264,"Fall",37738
8,-76.4509,42.4793,NA,1987,"Geothlypis trichas","Geothlypis_trichas",7.40000009536743,106,"female",8.6,864,9.8098126507301,48.370617223165,"Summer",38112
9,-77.2878957,38.9660325,NA,1969,"Geothlypis trichas","Geothlypis_trichas",7.5,NA,"undetermined",12.4,1036,9.49080495995354,62.0693284642199,"Fall",37272
9,-91.4907073,44.8098524,NA,1968,"Geothlypis trichas","Geothlypis_trichas",7.5,NA,"undetermined",6.7,1064,11.4537376458781,75.9508075301975,"Fall",37282
6,-80.46841,45.72264,"juv",1979,"Geothlypis trichas trichas","Geothlypis_trichas",7.5,NA,"male",5.1,1045,11.0246108981018,34.586794296114,"Summer",37430
5,-79.425049,43.6909,"ad",1934,"Geothlypis trichas trichas","Geothlypis_trichas",7.5,NA,"male",6.9,636,11.4500066163803,37.0433893288318,"Spring",37448
6,-83.9319849,42.5493182,NA,2005,"Geothlypis trichas brachidactyla","Geothlypis_trichas",7.5,NA,"male",9.2,730,10.9847276900359,52.4068538848253,"Summer",37529
9,-91.4907073,44.8098524,NA,1979,"Geothlypis trichas","Geothlypis_trichas",7.5,NA,"female",5.5,803,12.6994154005274,68.400130323942,"Fall",37676
5,-83.73657,42.48316,NA,2009,"Geothlypis trichas brachidactylus","Geothlypis_trichas",7.6,NA,"male",8.4,936,10.0296039077052,46.860684314095,"Spring",37539
4,-118.5535955,34.2499801,"skull 100% ossified",1999,NA,"Geothlypis_trichas",7.6,NA,"female",16.1,211,4.27207280609847,127.226571120166,"Spring",37592
7,-120.90115,36.61551,"unknown",1936,"Geothlypis trichas occidentalis","Geothlypis_trichas",7.6,NA,"female",15.8,351,6.43418898376383,160.687092973376,"Summer",37784
5,-121.93957,37.46675,"U-Ad",1989,"Geothlypis trichas sinuosa?","Geothlypis_trichas",7.6,NA,"male",14.7,225,4.03111947756752,110.058203150915,"Spring",38100
6,-117.6589393,33.6101875,"juvenile",2004,NA,"Geothlypis_trichas",7.68,NA,"male",16.7,335,3.56353586747599,155.084881054132,"Summer",38030
12,-116.0175,30.7197222222,"u ad.",1925,"Geothlypis trichas scirpicola","Geothlypis_trichas",7.7,NA,"female",18.7,187,3.44524265759278,129.978629666692,"Winter",37372
8,-76.480335,42.478209,NA,2001,"Geothlypis trichas","Geothlypis_trichas",7.8,NA,"male",9.2,813,9.18907041824771,57.621747127918,"Summer",38236
10,-91.187071,30.449344,"HY",2006,"Geothlypis trichas","Geothlypis_trichas",7.9,NA,"male",20.5,1309,6.31892299990971,65.7327224404576,"Fall",37312
9,-77.2878957,38.9660325,NA,1969,"Geothlypis trichas","Geothlypis_trichas",7.9,NA,"male",12.4,1036,9.49080495995354,62.0693284642199,"Fall",37648
9,-118.301651,34.0320587,NA,1996,"Geothlypis trichas","Geothlypis_trichas",8,NA,"female",17.8,420,3.03624568814644,124.139826732119,"Fall",37306
